"cid";"IUPAC Name";"SMILES"
"337";"3,4,5-trihydroxypentan-2-one";"C(CO)(O)C(C(C)=O)O"
"338";"2-hydroxybenzoic acid";"c1ccc(c(c1)C(=O)O)O"
"339";"2-aminoethylphosphonic acid";"OP(O)(CCN)=O"
"340";"3-methylbenzene-1,2-diol";"c1(C)c(O)c(O)ccc1"
"341";"3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxybenzoic acid";"c1(O)cc(cc(O)c1O)C(=O)Oc1cc(cc(O)c1O)C(=O)O"
"342";"3-methylphenol";"c1cc(cc(C)c1)O"
"343";"2-hydroxy-2-oxo-3a,4,5,6,7,7a-hexahydrobenzo[d][1,3,2]dioxaphosphole-4,5,6,7-tetrol";"C12C(OP(O1)(=O)O)C(C(C(O)C2O)O)O"
"344";"3,4,5-trihydroxycyclohexane-1,2-dione";"C1(CC(C(C(O)C1=O)O)O)=O"
"345";"but-2-ene-1,2,3-tricarboxylic acid";"C(=O)(CC(=C(C(=O)O)C)C(O)=O)O"
"346";"2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol";"c1cc(ccc1OC1C(C(O)C(C(CO)O1)O)O)O"
"347";"2-(hydroxymethyl)-6-[3-(hydroxymethyl)phenoxy]oxane-3,4,5-triol";"OCC1C(C(C(O)C(O1)Oc1cccc(c1)CO)O)O"
"348";"[3,4,5-trihydroxy-6-(4-hydroxyphenoxy)oxan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1C(C(O)C(C(O1)Oc1ccc(cc1)O)O)O"
"349";"2,3,5-trihydroxy-6-(hydroxymethyl)oxan-4-one";"C1(C(O)OC(C(C1=O)O)CO)O"
"350";"3-phosphonooxy-2-(7-sulfanylheptanoylamino)butanoic acid";"OP(O)(=O)OC(C(C(O)=O)NC(CCCCCCS)=O)C"
"351";"3-phosphonooxy-2-[7-(2-sulfoethyldisulfanyl)heptanoylamino]butanoic acid";"OP(O)(=O)OC(C(C(O)=O)NC(CCCCCCSSCCS(=O)(=O)O)=O)C"
"352";"4-amino-5-[[2-amino-6-[1,2-bis[(2-amino-4-carboxybutanoyl)oxy]propyl]-5,8-dihydropteridin-4-yl]oxy]-5-oxopentanoic acid";"O=C(CCC(N)C(=O)OC(C1=CNc2c(N1)c(nc(n2)N)OC(=O)C(N)CCC(O)=O)C(C)OC(C(CCC(O)=O)N)=O)O"
"353";"4-amino-5-[[2-amino-6-[1,2-bis[(2-amino-4-carboxybutanoyl)oxy]propyl]-5-methyl-8H-pteridin-4-yl]oxy]-5-oxopentanoic acid";"C(C1=CNc2nc(nc(OC(C(CCC(O)=O)N)=O)c2N1C)N)(OC(=O)C(CCC(=O)O)N)C(C)OC(=O)C(CCC(O)=O)N"
"354";"2-oxohept-3-enedioic acid";"C(=CCCC(=O)O)C(C(O)=O)=O"
"355";"2-(4-hydroxyphenyl)-2-oxoacetic acid";"c1cc(ccc1C(C(O)=O)=O)O"
"356";"octane";"C(C)CCCCCC"
"357";"1,3,4,6-tetrachlorocyclohexa-1,4-diene";"ClC=1C(Cl)C=C(Cl)C(Cl)C=1"
"358";"5-amino-3-oxohexanoic acid";"C(=O)(CC(=O)CC(N)C)O"
"359";"benzene-1,3,5-triol";"c1c(cc(cc1O)O)O"
"360";"3,8-dimethyldec-7-enyl [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate";"OP(OCCC(CCCC=C(C)CC)C)(=O)OC1C(O)C(C(C(O1)CO)O)O"
"361";"3,5-dihydroxycyclohex-2-en-1-one";"OC1CC(=O)C=C(O)C1"
"362";"1,2-dihydronaphthalene-1,2-diol";"C1=Cc2c(C(O)C1O)cccc2"
"363";"2-aminoacetaldehyde";"O=CCN"
"364";"2,3-diaminopropanoic acid";"NC(CN)C(=O)O"
"365";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadeca-9,12-dienethioate";"CC(C)(C(C(=O)NCCC(NCCSC(=O)CCCCCCCC=CCC=CCCCCC)=O)O)COP(O)(=O)OP(O)(=O)OCC1C(OP(O)(O)=O)C(O)C(n2c3c(c(N)ncn3)nc2)O1"
"366";"(4-methyl-2-oxochromen-7-yl) acetate";"c1(cc2c(C(C)=CC(O2)=O)cc1)OC(C)=O"
"368";"N'-(4-aminobutyl)butane-1,4-diamine";"C(CNCCCCN)CCN"
"370";"3,4,5-trihydroxybenzoic acid";"c1c(O)c(c(cc1C(=O)O)O)O"
"371";"but-2-ynedioic acid";"OC(=O)C#CC(O)=O"
"372";"6-oxopyran-2,4-dicarboxylic acid";"C=1(OC(C=C(C(=O)O)C=1)=O)C(=O)O"
"374";"4-oxobut-2-ene-1,2,4-tricarboxylic acid";"OC(C(CC(=O)O)=CC(=O)C(=O)O)=O"
"375";"3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-ol";"CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C"
"376";"3-hydroxy-5-oxohexanoic acid";"CC(CC(O)CC(=O)O)=O"
"377";"[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [3,8-dimethyldec-7-enoxy(hydroxy)phosphoryl] hydrogen phosphate";"OCC1C(C(C(NC(C)=O)C(O1)OP(OP(O)(=O)OCCC(CCCC=C(C)CC)C)(O)=O)O)O"
"378";"(4-nitrophenyl) dihydrogen phosphate";"c1cc(ccc1OP(O)(O)=O)[N+](=O)[O-]"
"379";"octanoic acid";"O=C(O)CCCCCCC"
"380";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octanethioate";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(=O)NCCSC(CCCCCCC)=O)O"
"381";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-hydroxy-5-oxohexanethioate";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(NCCSC(=O)CC(CC(=O)C)O)=O)O"
"382";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-hydroxybenzenecarbothioate";"c1cc(ccc1O)C(SCCNC(CCNC(C(C(C)(C)COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)O)=O)=O)=O"
"383";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanethioate";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(NCCSC(=O)CCC(C)C1C2(C(CC1)C1C(CC3CC(O)CCC3(C)C1CC2O)O)C)=O)O"
"384";"2-(1-carboxyethylamino)pentanoic acid";"N(C(C(=O)O)C)C(C(O)=O)CCC"
"385";"heptanedioic acid";"C(O)(=O)CCCCCC(O)=O"
"386";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3,7,11,15-tetramethylhexadecanethioate";"CC(C)(C(C(NCCC(NCCSC(CC(C)CCCC(C)CCCC(CCCC(C)C)C)=O)=O)=O)O)COP(O)(=O)OP(O)(=O)OCC1C(OP(O)(O)=O)C(O)C(n2c3c(c(N)ncn3)nc2)O1"
"387";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-phenylethanethioate";"c1ccccc1CC(=O)SCCNC(CCNC(C(C(C)(C)COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)O)=O)=O"
"388";"4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-hydroxy-4-oxobutanoic acid";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(=O)NCCSC(=O)CC(O)C(=O)O)O"
"389";"2,5-diaminopentanoic acid";"NC(CCCN)C(=O)O"
"390";"6-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid";"C(OP(OP(O)(OC1C(C(C(O)C(C(=O)O)O1)O)O)=O)(O)=O)C1OC(N2C=CC(=O)NC2=O)C(C1O)O"
"391";"3,8-dimethyldec-7-enyl phosphono hydrogen phosphate";"OP(O)(OP(O)(=O)OCCC(CCCC=C(C)CC)C)=O"
"392";"3,6-diaminohexanoic acid";"NC(CCCN)CC(=O)O"
"393";"2,4,5-trihydroxy-3-oxo-6-phosphonooxyhexanoic acid";"OP(O)(OCC(O)C(O)C(=O)C(O)C(=O)O)=O"
"395";"3-[7,12-bis[1-[2-amino-3-(methylamino)-3-oxopropyl]sulfanylethyl]-18-(2-carboxyethyl)-8-ethyl-3,13,17-trimethyl-6,21,23,24-tetrahydroporphyrin-2-yl]propanoic acid";"C=12NC(=Cc3c(c(c(C=C4C(CCC(O)=O)=C(C(N4)=CC4C(=C(CC)C(C=1)=N4)C(SCC(N)C(=O)NC)C)C)[nH]3)CCC(O)=O)C)C(=C2C(C)SCC(N)C(NC)=O)C"
"397";"2-(1H-indol-3-yl)acetamide";"c12ccccc1[nH]cc2CC(N)=O"
"398";"2-nitropropane";"CC(C)[N+](=O)[O-]"
"399";"buta-1,3-diene-1,2,4-tricarboxylic acid";"C(C=C(C=CC(O)=O)C(O)=O)(O)=O"
"400";"N-(2-formylphenyl)formamide";"c1(ccccc1NC=O)C=O"
"401";"4-amino-1,2-oxazolidin-3-one";"C1C(N)C(NO1)=O"
"402";"sulfane";"S"
"403";"4-aminophenol";"c1cc(ccc1O)N"
"404";"2-amino-6-(hydroxyamino)hexanoic acid";"OC(=O)C(CCCCNO)N"
"405";"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,7-diol";"CC(C)CCCC(C1CCC2C3C(C=C4C(C)(CCC(C4)O)C3CCC12C)O)C"
"407";"phosphonic acid";"O[PH](O)=O"
"408";"1-methyl-5-pyridin-3-ylpyrrolidin-2-one";"C1CC(N(C)C1=O)c1cnccc1"
"409";"3-(1-methyl-1-oxidopyrrolidin-1-ium-2-yl)pyridine";"c1cncc(C2[N+](CCC2)(C)[O-])c1"
"410";"3,4,5-trihydroxy-6-[3-(1-methylpyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid";"C1(C(OC([n+]2cc(ccc2)C2N(CCC2)C)C(C1O)O)C(=O)O)O"
"411";"3,4,5-trihydroxy-6-[3-(1-methyl-5-oxopyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid";"CN1C(CCC1c1c[n+](C2OC(C(O)C(O)C2O)C(=O)O)ccc1)=O"
"412";"3-pyrrolidin-2-ylpyridine";"C1(CCCN1)c1cnccc1"
"413";"5-pyridin-3-ylpyrrolidin-2-one";"C1CC(NC1=O)c1cnccc1"
"414";"3-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one";"c1cncc(C2N(C)C(=O)C(C2)O)c1"
"415";"5-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one";"CN1C(CCC1=O)(c1cccnc1)O"
"416";"3,4,5-trihydroxy-6-(1-methyl-2-oxo-5-pyridin-3-ylpyrrolidin-3-yl)oxyoxane-2-carboxylic acid";"c1cncc(C2N(C(=O)C(OC3C(C(C(O)C(C(=O)O)O3)O)O)C2)C)c1"
"417";"3-chlorohexa-2,4-dienedioic acid";"C(C(=CC(O)=O)Cl)=CC(O)=O"
"418";"cyclohexa-3,5-diene-1,2-diol";"C1=CC=CC(O)C1O"
"419";"4-oxohex-2-enedioic acid";"C(=O)(O)CC(=O)C=CC(O)=O"
"420";"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol";"CC(C)CCCC(C1C2(C(CC1)C1=CCC3C(CCC(O)C3)(C1CC2)C)C)C"
"421";"6,8-bis(sulfanyl)octanoic acid";"C(CCC(S)CCS)CC(=O)O"
"422";"2,3,4,5-tetrahydroxy-6-phosphonooxyhexanoic acid";"OP(O)(OCC(C(O)C(C(C(O)=O)O)O)O)=O"
"423";"2-amino-4-oxopentanoic acid";"CC(CC(C(O)=O)N)=O"
"424";"2-aminobutanedioic acid";"OC(=O)C(CC(=O)O)N"
"425";"1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one";"c1cc(ccc1O)C=CC(c1c(cc(cc1)O)O)=O"
"426";"2-[[1-carboxy-4-(diaminomethylideneamino)butyl]amino]pentanedioic acid";"NC(N)=NCCCC(NC(C(O)=O)CCC(=O)O)C(O)=O"
"427";"2-(1-carboxyethylamino)-5-(diaminomethylideneamino)pentanoic acid";"NC(N)=NCCCC(NC(C)C(=O)O)C(O)=O"
"428";"propane-1,3-diamine";"C(N)CCN"
"429";"7,8-dimethyl-10-(2,3,4,5-tetrahydroxypentyl)-4a,5-dihydrobenzo[g]pteridine-2,4-dione";"c1(c(C)cc2c(c1)N(CC(C(C(CO)O)O)O)C=1C(N2)C(NC(=O)N=1)=O)C"
"430";"1-methyl-3-(1-methylpyrrolidin-2-yl)pyridin-1-ium";"c1c[n+](cc(C2N(CCC2)C)c1)C"
"431";"3-(1-methyl-3,4-dihydro-2H-pyrrol-1-ium-2-yl)pyridine";"c1(cnccc1)C1[N+](=CCC1)C"
"432";"1-methyl-2-pyridin-3-ylpyrrolidin-2-ol";"C1(CCCN1C)(O)c1cnccc1"
"433";"1-(hydroxymethyl)-5-pyridin-3-ylpyrrolidin-2-one";"C1CC(N(CO)C1=O)c1cnccc1"
"434";"4-(methylamino)-1-pyridin-3-ylbutan-1-one";"c1cncc(C(=O)CCCNC)c1"
"435";"4-oxo-4-pyridin-3-ylbutanamide";"c1ccncc1C(CCC(=O)N)=O"
"436";"N-methyl-4-oxo-4-pyridin-3-ylbutanamide";"c1ccncc1C(CCC(NC)=O)=O"
"437";"4-oxo-4-pyridin-3-ylbutanoic acid";"c1ccncc1C(CCC(=O)O)=O"
"438";"4-hydroxy-4-pyridin-3-ylbutanoic acid";"c1cncc(C(CCC(=O)O)O)c1"
"439";"4-pyridin-3-ylbut-3-enoic acid";"c1cncc(c1)C=CCC(=O)O"
"440";"10,13-dimethyl-17-(6-methylheptan-2-yl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one";"CC(C)CCCC(C)C1C2(CCC3C4(C(=CC(CC4)=O)CCC3C2CC1)C)C"
"441";"3-hydroxybutanoic acid";"C(O)(CC(=O)O)C"
"442";"3,4,5-trihydroxy-2-oxo-6-phosphonooxyhexanoic acid";"OP(O)(=O)OCC(C(C(C(C(=O)O)=O)O)O)O"
"443";"10,13-dimethyl-2,4,5,6,7,8,9,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthrene-3,17-dione";"C12CCC3(C)C(C1CCC1C2(CCC(=O)C1)C)CCC3=O"
"444";"2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one";"CC(C)(C)NC(C(=O)c1cc(Cl)ccc1)C"
"445";"2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-ol";"CC(C)(C)NC(C)C(O)c1cccc(Cl)c1"
"446";"1-(3-chlorophenyl)-2-[(1-hydroxy-2-methylpropan-2-yl)amino]propan-1-one";"CC(C)(NC(C(=O)c1cccc(c1)Cl)C)CO"
"447";"3-chlorobenzoic acid";"O=C(O)c1cccc(c1)Cl"
"448";"2-[(3-chlorobenzoyl)amino]acetic acid";"c1ccc(cc1C(NCC(=O)O)=O)Cl"
"449";"3,5-dihydroxy-3-methylpentanoic acid";"C(=O)(CC(O)(CCO)C)O"
"450";"13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol";"C1c2c(ccc(O)c2)C2CCC3(C(CCC3O)C2C1)C"
"452";"2,3,4,5,6-pentahydroxycyclohexan-1-one";"OC1C(O)C(C(O)C(O)C1=O)O"
"453";"hexane-1,2,3,4,5,6-hexol";"C(O)C(O)C(O)C(O)C(CO)O"
"454";"octanal";"O=CCCCCCCC"
"455";"2-amino-6-(2-hydroxypropanoyl)-4a,7,8,8a-tetrahydro-3H-pteridin-4-one";"N1C2N=C(N)NC(C2N=C(C(=O)C(O)C)C1)=O"
"456";"2-(carbamoylamino)-2-oxoacetic acid";"O=C(NC(=O)N)C(O)=O"
"457";"1-methylpyridin-1-ium-3-carboxamide";"c1c[n+](cc(C(N)=O)c1)C"
"458";"(3-amino-3-carboxypropyl)-dimethylsulfanium";"C[S+](C)CCC(N)C(O)=O"
"460";"2-methoxyphenol";"c1c(OC)c(O)ccc1"
"461";"3-hexadecanoyloxy-4-(trimethylazaniumyl)butanoate";"C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCCCCCCCCCCCC"
"462";"(3-carboxy-2-hexadecanoyloxypropyl)-trimethylazanium";"C[N+](C)(C)CC(OC(=O)CCCCCCCCCCCCCCC)CC(O)=O"
"463";"2-(3-carboxypropanoylamino)-5-(diaminomethylideneamino)pentanoic acid";"NC(N)=NCCCC(C(=O)O)NC(=O)CCC(O)=O"
"464";"2-benzamidoacetic acid";"c1ccccc1C(NCC(=O)O)=O"
"465";"[3,4-dihydroxy-5-(methylsulfanylmethyl)oxolan-2-yl] dihydrogen phosphate";"OP(O)(=O)OC1OC(CSC)C(O)C1O"
"466";"[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate";"OP(O)(=O)OC1C(O)C(C(C(O1)CO)O)O"
"467";"[2-methyl-3-(2,6,10,14-tetramethylpentadeca-1,5,9,13-tetraenyl)-2-(4,8,12-trimethyltrideca-3,7,11-trienyl)cyclopropyl]methyl phosphono hydrogen phosphate";"CC(C)=CCCC(=CCCC(C)=CCCC1(C(COP(=O)(O)OP(O)(O)=O)C1C=C(CCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C"
"468";"[2-(4,8-dimethylnona-3,7-dienyl)-2-methyl-3-(2,6,10-trimethylundeca-1,5,9-trienyl)cyclopropyl]methyl phosphono hydrogen phosphate";"CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(O)(=O)OP(O)(O)=O)C1(C)CCC=C(C)CCC=C(C)C"
"469";"2-aminohexanedioic acid";"OC(=O)C(CCCC(=O)O)N"
"470";"2,4-diaminobutanoic acid";"NC(CCN)C(=O)O"
"471";"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydrochromen-4-one";"c1(cc(O)c2c(OC(c3cc(c(cc3)O)O)C(O)C2=O)c1)O"
"472";"4-(2-aminophenyl)-2,4-dioxobutanoic acid";"c1ccc(N)c(C(CC(C(O)=O)=O)=O)c1"
"473";"4-methylsulfanyl-2-oxobutanoic acid";"CSCCC(=O)C(O)=O"
"474";"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dimethylamino hydrogen phosphate";"CN(C)OP(O)(=O)OCC1OC(C(O)C1O)n1cnc2c(N)ncnc12"
"475";"(3,4,5-trihydroxy-6-methyloxan-2-yl) dihydrogen phosphate";"OP(O)(=O)OC1C(C(C(O)C(C)O1)O)O"
"476";"3-hydroxy-3-methyl-5-phosphonooxypentanoic acid";"OP(O)(=O)OCCC(O)(C)CC(O)=O"
"477";"(2,5-dihydroxy-3,4,6-triphosphonooxycyclohexyl) dihydrogen phosphate";"OP(O)(=O)OC1C(OP(O)(O)=O)C(C(C(OP(O)(O)=O)C1O)OP(O)(O)=O)O"
"478";"(2,4-dihydroxy-3,5,6-triphosphonooxycyclohexyl) dihydrogen phosphate";"OP(O)(OC1C(O)C(C(C(OP(O)(O)=O)C1OP(O)(O)=O)O)OP(O)(O)=O)=O"
"479";"2,4-dihydroxy-3,3-dimethyl-N-[3-oxo-3-(2-sulfanylethylamino)propyl]butanamide";"CC(C)(CO)C(C(NCCC(=O)NCCS)=O)O"
"481";"(3,4,5,6-tetrahydroxy-2-oxohexyl) dihydrogen phosphate";"OP(O)(OCC(=O)C(C(O)C(CO)O)O)=O"
"482";"(2-hydroxy-3,4,5,6-tetraphosphonooxycyclohexyl) dihydrogen phosphate";"OP(O)(OC1C(OP(O)(O)=O)C(C(C(OP(O)(O)=O)C1O)OP(O)(O)=O)OP(O)(O)=O)=O"
"483";"[3,4-dihydroxy-2-(hydroxymethyl)-5-(phosphonooxymethyl)oxolan-2-yl] dihydrogen phosphate";"OP(O)(=O)OC1(CO)OC(COP(O)(O)=O)C(C1O)O"
"484";"1H-imidazol-5-amine";"[nH]1cncc1N"
"485";"2-(trimethylazaniumyl)ethyl sulfate";"C[N+](C)(C)CCOS(=O)(=O)[O-]"
"486";"trimethyl(2-sulfooxyethyl)azanium";"C[N+](C)(C)CCOS(=O)(=O)O"
"487";"2-methylpropanedioic acid";"C(=O)(O)C(C(=O)O)C"
"488";"2-amino-5-[[1-(carboxymethylamino)-3-formylsulfanyl-1-oxopropan-2-yl]amino]-5-oxopentanoic acid";"OC(=O)C(CCC(NC(CSC=O)C(NCC(=O)O)=O)=O)N"
"489";"[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]sulfamic acid";"O=S(=O)(NC1C(C(O)C(OC1O)CO)O)O"
"490";"2-oxoethylphosphonic acid";"OP(O)(=O)CC=O"
"493";"2-amino-5-[[amino-[[5-[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]amino]methylidene]amino]pentanoic acid";"C1(C(O)C(OC1n1cnc2c(N)ncnc12)COP(O)(=O)OP(=O)(OCC1C(C(O)C(O1)NC(N)=NCCCC(C(O)=O)N)O)O)O"
"494";"5-(methylsulfanylmethyl)oxolane-2,3,4-triol";"OC1OC(C(O)C1O)CSC"
"495";"2-amino-4-[(3,4,5-trihydroxyoxolan-2-yl)methylsulfanyl]butanoic acid";"C1(C(O)C(C(O)O1)O)CSCCC(C(O)=O)N"
"496";"N-[3-(4-aminobutylamino)propyl]acetamide";"N(C(C)=O)CCCNCCCCN"
"497";"5-(2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl)pentanamide";"O=C(CCCCC1C2NC(=O)NC2CS1)N"
"499";"5-oxopyrrolidine-2-carboxylic acid";"C1CC(C(=O)O)NC1=O"
"500";"4-(diaminomethylideneamino)butanoic acid";"NC(N)=NCCCC(O)=O"
"501";"2-amino-5-[[amino(dimethylamino)methylidene]amino]pentanoic acid";"CN(C)C(N)=NCCCC(N)C(O)=O"
"502";"4-aminobutylurea";"O=C(NCCCCN)N"
"503";"2-amino-N-carbamoylacetamide";"O=C(NC(CN)=O)N"
"504";"1,4-dihydroimidazol-5-one";"C=1NC(=O)CN=1"
"505";"[5-[(5-amino-2,4-dioxo-1H-pyrimidin-6-yl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(OCC1OC(NC=2NC(=O)NC(=O)C=2N)C(O)C1O)=O"
"507";"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] 2,3-dihydroxypropyl hydrogen phosphate";"OC1C(C(OC1N1C(=O)N=C(N)C=C1)COP(OP(OCC(O)CO)(=O)O)(=O)O)O"
"508";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [hydroxy(phosphonooxy)phosphoryl] hydrogen phosphate";"OP(O)(OP(O)(OP(=O)(OP(=O)(O)OCC1OC(C(C1O)O)n1c2c(c(ncn2)N)nc1)O)=O)=O"
"510";"2,4,6-trihydroxy-1,3,5,2lambda5,4lambda5,6lambda5-trioxatriphosphinane 2,4,6-trioxide";"OP1(=O)OP(O)(=O)OP(O)(=O)O1"
"511";"[2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethoxy-hydroxyphosphoryl] phosphono hydrogen phosphate";"OP(O)(OP(OP(=O)(OCCc1c(C)[n+](Cc2c(nc(nc2)C)N)cs1)O)(O)=O)=O"
"512";"2,6-dioxo-6-phenylhex-3-enoic acid";"c1ccccc1C(=O)CC=CC(=O)C(O)=O"
"513";"3-hydroxybutane-1,2,3-tricarboxylic acid";"OC(=O)C(C(C(O)=O)(O)C)CC(=O)O"
"514";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] 2,3-dihydroxybenzoate";"c1(c2c(ncn1)n(cn2)C1OC(COP(=O)(O)OC(c2c(c(O)ccc2)O)=O)C(O)C1O)N"
"515";"2-hydroxybutane-1,2,3-tricarboxylic acid";"C(CC(C(O)=O)(O)C(C(O)=O)C)(=O)O"
"516";"3-hydroxy-5-[hydroxy(phosphonooxy)phosphoryl]oxy-3-methylpentanoic acid";"OP(O)(OP(OCCC(CC(O)=O)(C)O)(O)=O)=O"
"517";"3-[7,13,17-tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8,10-trimethyl-2,7,15,21,23,24-hexahydroporphyrin-2-yl]propanoic acid";"C1=2N=C(C(CCC(O)=O)C1(C)CC(O)=O)C=C1C(CC(=O)O)(C)C(CCC(=O)O)C(=Cc3c(CC(O)=O)c(CCC(=O)O)c(Cc4[nH]c(C=2C)c(CC(=O)O)c4CCC(O)=O)[nH]3)N1"
